1
161 2
-1.000000 1.369193e-004
-0.987500 1.332597e-004
-0.975000 1.303986e-004
-0.962500 1.307330e-004
-0.950000 1.363269e-004
-0.937500 1.477263e-004
-0.925000 1.634959e-004
-0.912500 1.805233e-004
-0.900000 1.949541e-004
-0.887500 2.035011e-004
-0.875000 2.046731e-004
-0.862500 1.995728e-004
-0.850000 1.914477e-004
-0.837500 1.849256e-004
-0.825000 1.840386e-004
-0.812500 1.909653e-004
-0.800000 2.047295e-004
-0.787500 2.214491e-004
-0.775000 2.355676e-004
-0.762500 2.416907e-004
-0.750000 2.368281e-004
-0.737500 2.221003e-004
-0.725000 2.027421e-004
-0.712500 1.868798e-004
-0.700000 1.831784e-004
-0.687500 1.976395e-004
-0.675000 2.313102e-004
-0.662500 2.793987e-004
-0.650000 3.319757e-004
-0.637500 3.773412e-004
-0.625000 4.056365e-004
-0.612500 4.125187e-004
-0.600000 4.010189e-004
-0.587500 3.812764e-004
-0.575000 3.671078e-004
-0.562500 3.709316e-004
-0.550000 3.992695e-004
-0.537500 4.486943e-004
-0.525000 5.061456e-004
-0.512500 5.527575e-004
-0.500000 5.699922e-004
-0.487500 5.481984e-004
-0.475000 4.919138e-004
-0.462500 4.215455e-004
-0.450000 3.695812e-004
-0.437500 3.712480e-004
-0.425000 4.521556e-004
-0.412500 6.175114e-004
-0.400000 8.460028e-004
-0.387500 1.093371e-003
-0.375000 1.302362e-003
-0.362500 1.422141e-003
-0.350000 1.427117e-003
-0.337500 1.328077e-003
-0.325000 1.173384e-003
-0.312500 1.033769e-003
-0.300000 9.739302e-004
-0.287500 1.021905e-003
-0.275000 1.146611e-003
-0.262500 1.265374e-003
-0.250000 1.287027e-003
-0.237500 1.204771e-003
-0.225000 1.226309e-003
-0.212500 1.922853e-003
-0.200000 4.364389e-003
-0.187500 1.020128e-002
-0.175000 2.165331e-002
-0.162500 4.135176e-002
-0.150000 7.207190e-002
-0.137500 1.164337e-001
-0.125000 1.760968e-001
-0.112500 2.518202e-001
-0.100000 3.425569e-001
-0.087500 4.455588e-001
-0.075000 5.560953e-001
-0.062500 6.680553e-001
-0.050000 7.742382e-001
-0.037500 8.670787e-001
-0.025000 9.389571e-001
-0.012500 9.844606e-001
0.000000 1.000000e+000
0.012500 9.831819e-001
0.025000 9.367128e-001
0.037500 8.637301e-001
0.050000 7.700745e-001
0.062500 6.627030e-001
0.075000 5.498918e-001
0.087500 4.387254e-001
0.100000 3.356056e-001
0.112500 2.449186e-001
0.125000 1.695518e-001
0.137500 1.105303e-001
0.150000 6.710448e-002
0.162500 3.738385e-002
0.175000 1.873781e-002
0.187500 8.302588e-003
0.200000 3.342861e-003
0.212500 1.595814e-003
0.225000 1.379759e-003
0.237500 1.627289e-003
0.250000 1.794715e-003
0.262500 1.721534e-003
0.275000 1.467457e-003
0.287500 1.177520e-003
0.300000 9.778339e-004
0.312500 9.273029e-004
0.325000 1.010691e-003
0.337500 1.161625e-003
0.350000 1.297305e-003
0.362500 1.351893e-003
0.375000 1.295963e-003
0.387500 1.140750e-003
0.400000 9.278217e-004
0.412500 7.106982e-004
0.425000 5.359477e-004
0.437500 4.304928e-004
0.450000 3.963455e-004
0.462500 4.148693e-004
0.475000 4.567677e-004
0.487500 4.933954e-004
0.500000 5.060061e-004
0.512500 4.902084e-004
0.525000 4.547418e-004
0.537500 4.157299e-004
0.550000 3.896316e-004
0.562500 3.865056e-004
0.575000 4.071936e-004
0.587500 4.426009e-004
0.600000 4.782520e-004
0.612500 4.992919e-004
0.625000 4.956072e-004
0.637500 4.646287e-004
0.650000 4.124231e-004
0.662500 3.508994e-004
0.675000 2.935150e-004
0.687500 2.514370e-004
0.700000 2.300357e-004
0.712500 2.278233e-004
0.725000 2.377562e-004
0.737500 2.498892e-004
0.750000 2.550705e-004
0.762500 2.478475e-004
0.775000 2.278661e-004
0.787500 1.997298e-004
0.800000 1.710054e-004
0.812500 1.494429e-004
0.825000 1.405051e-004
0.837500 1.455985e-004
0.850000 1.618512e-004
0.862500 1.831405e-004
0.875000 2.023274e-004
0.887500 2.133116e-004
0.900000 2.129236e-004
0.912500 2.014692e-004
0.925000 1.825236e-004
0.937500 1.612812e-004
0.950000 1.429993e-004
0.962500 1.313900e-004
0.975000 1.278981e-004
0.987500 1.315365e-004
1.000000 1.398636e-004
